ID,NAME,DESCRIPTION,LEVEL,CATEGORY,CATEGORY_NAME,VERSION,LATEST_VERSION
653,Funeral and Mortuary Services,"The Funeral and Mortuary Services subcategory includes skills related to mortuary science, preparing the deceased for burial or cremation, and arranging funerals or memorial services.",1,25,Personal Care and Services,9.31,true
577,Initiative and Leadership,The Initiative and Leadership subcategory includes skills related to acting or taking charge independently and inspiring or motivating others.,1,26,Physical and Inherent Abilities,9.31,true
578,Personal Attributes,"The Personal Attributes subcategory includes personal qualities and positive character traits, such as sincerity, trustworthiness, and willingness to learn.",1,26,Physical and Inherent Abilities,9.31,true
579,Physical Abilities,"The Physical Abilities subcategory includes skills related to a person's ability to meet the physical demands of a job, such as fine motor skills, muscular strength, and endurance.",1,26,Physical and Inherent Abilities,9.31,true
580,Critical Thinking and Problem Solving,The Critical Thinking and Problem Solving subcategory includes skills related to the ability to think critically and find creative and effective solutions to problems.,1,26,Physical and Inherent Abilities,9.31,true
581,Social Skills,The Social Skills subcategory includes skills related to the ability to interact well with others and to respond appropriately in a variety of social contexts.,1,26,Physical and Inherent Abilities,9.31,true
582,Property Management,"The Property Management subcategory includes skills and software tools related to the oversight of the daily operations and maintenance of real estate, including land, housing, and commercial buildings.",1,27,Property and Real Estate,9.31,true
583,Real Estate Development,The Real Estate Development subcategory includes skills related to the development and improvement of residential and commercial real estate.,1,27,Property and Real Estate,9.31,true
584,Real Estate Sales,The Real Estate Sales subcategory includes skills related to the sale of real estate.,1,27,Property and Real Estate,9.31,true
585,Disaster Management,"The Disaster Management subcategory includes skills related to planning for, responding to, and recovering from natural or man-made disasters and emergencies.",1,28,Public Safety and National Security,9.31,true
586,Emergency Services,"The Emergency Services subcategory includes skills related to providing first responder emergency services, including using computer-aided dispatch.",1,28,Public Safety and National Security,9.31,true
587,"Fire Prevention, Safety, and Control","The Fire Prevention, Safety, and Control subcategory includes skills related to preventing, detecting, controlling, and suppressing fires.",1,28,Public Safety and National Security,9.31,true
589,Intelligence Collection and Analysis,"The Intelligence Collection and Analysis subcategory includes skills related to collecting and analyzing intelligence, such as signals intelligence and human intelligence, in order to promote public safety and national security.",1,28,Public Safety and National Security,9.31,true
590,Military Operations,"The Military Operations subcategory includes skills related to planning, executing, and overseeing military operations.",1,28,Public Safety and National Security,9.31,true
591,Military Technology and Weapons,The Military Technology and Weapons subcategory includes skills related to using military technology and weaponry.,1,28,Public Safety and National Security,9.31,true
592,Safety and Security,The Safety and Security subcategory includes a broad range of skills related to ensuring the safety and security of people and property in a variety of settings.,1,28,Public Safety and National Security,9.31,true
593,Safety and Surveillance Technology,"The Safety and Surveillance Technology subcategory includes software tools and technologies used to ensure the physical safety and security of people and buildings, such as closed-circuit television and electronic access control.",1,28,Public Safety and National Security,9.31,true
595,Account Management,"The Account Management subcategory includes skills related to overseeing, nurturing, and retaining customer relationships.",1,29,Sales,9.31,true
597,Business-to-Business (B2B) Sales,The Business-to-Business (B2B) Sales subcategory includes skills related to organizing and making sales between two businesses.,1,29,Sales,9.31,true
598,"Company, Product, and Service Knowledge","The Company, Product, and Service Knowledge subcategory includes skills related to knowledge or information about a product or service, including technical information, to help sell that product or service.",1,29,Sales,9.31,true
599,E-Commerce,The E-Commerce subcategory includes skills and software tools related to conducting sales over the internet.,1,29,Sales,9.31,true
600,General Sales Practices,"The General Sales Practices subcategory includes skills related to selling products and services, such as sales metrics, sales forecasting, identifying leads, and upselling.",1,29,Sales,9.31,true
602,Merchandising,The Merchandising subcategory includes skills related to displaying and selling goods in a retail setting.,1,29,Sales,9.31,true
604,Prospecting and Qualification,The Prospecting and Qualification subcategory includes skills related to finding prospective clients and creating new sales opportunities.,1,29,Sales,9.31,true
605,Retail Sales,The Retail Sales subcategory includes skills related to the sale of finished products to consumers.,1,29,Sales,9.31,true
606,Sales Analysis,The Sales Analysis subcategory includes skills and software tools related to analyzing sales data to determine trends and inform future decision-making.,1,29,Sales,9.31,true
607,Sales Management,The Sales Management subcategory includes skills and software tools related to the planning and optimization of sales.,1,29,Sales,9.31,true
609,Solution Sales Engineering,"The Solution Sales Engineering subcategory includes skills related to identifying and understanding a customer's needs, then making a sale of a product or service that solves that problem.",1,29,Sales,9.31,true
610,Specialized Sales,"The Specialized Sales subcategory includes skills related to sales in a specialized area, where product or service knowledge may not directly translate to a different area.",1,29,Sales,9.31,true
300,Clinical Trials,"The Clinical Trials subcategory includes skills related to the design, execution, and analysis of research to determine the safety and effectiveness of medications and other medical equipment intended for human use.",1,30,Science and Research,9.31,true
324,Medical Science and Research,"The Medical Science and Research subcategory includes skills related to the scientific study of the human body, as well as research aimed at developing new ways to diagnose and treat medical disorders.",1,30,Science and Research,9.31,true
612,Bioinformatics,"The Bioinformatics subcategory includes skills and software tools related to collecting, storing, and analyzing complex biological data such as genetic codes.",1,30,Science and Research,9.31,true
613,Biology,"The Biology subcategory includes skills related to the scientific study of biology, including branches of biology such as botany and zoology.",1,30,Science and Research,9.31,true
615,Biotechnology,The Biotechnology subcategory includes skills related to using biological processes to develop and manufacture products.,1,30,Science and Research,9.31,true
617,Chemistry,The Chemistry subcategory includes skills related to the scientific study and analysis of the physical properties and behavior of elements and compounds.,1,30,Science and Research,9.31,true
618,Pharmacology and Drug Discovery,"The Pharmacology and Drug Discovery subcategory includes skills related to the scientific study of the composition, properties, and actions of pharmaceutical drugs and the development of new pharmaceutical products.",1,30,Science and Research,9.31,true
619,Earth and Space Science,"The Earth and Space Science subcategory includes skills related to the scientific study of the physical constitution of the earth and its atmosphere, as well as studying the natural phenomena and physical bodies in outer space.",1,30,Science and Research,9.31,true
620,Genetics,"The Genetics subcategory includes skills related to the scientific study of genes, such as DNA sequencing and genomics.",1,30,Science and Research,9.31,true
621,Laboratory Research,The Laboratory Research subcategory includes skills and equipment related to performing research in a laboratory environment.,1,30,Science and Research,9.31,true
622,"Molecular, Cellular, and Microbiology","The Molecular, Cellular, and Microbiology subcategory includes skills related to the scientific study of microorganisms and biological phenomena at the molecular and cellular levels.",1,30,Science and Research,9.31,true
623,Neuroscience,The Neuroscience subcategory includes skills related to the scientific study of the structure and function of the nervous system and brain.,1,30,Science and Research,9.31,true
624,Physics,The Physics subcategory includes skills related to the scientific study of the nature and properties of matter and energy.,1,30,Science and Research,9.31,true
626,General Science and Research,"The General Science and Research subcategory includes skills related to the scientific method, techniques used in the research process to collect, assemble, and evaluate data, and general scientific knowledge.",1,30,Science and Research,9.31,true
627,Science Software,The Science Software subcategory includes software tools used for scientific purposes.,1,30,Science and Research,9.31,true
658,"Elements, Compounds, and Materials","The Elements, Compounds, and Materials subcategory includes naturally occurring and synthetic materials used in a variety of industrial, scientific, and research settings, such as elements, chemical compounds,  polymers, alloys, etc.",1,30,Science and Research,9.31,true
628,Counseling Services,The Counseling Services subcategory includes skills related to providing assistance or guidance to individuals or groups in order to solve personal or social conflicts or difficulties.,1,31,Social and Human Services,9.31,true
629,Government Assistance,"The Government Assistance subcategory includes skills related to government programs designed to give financial assistance to individuals or organizations in need, such as subsidized housing and veterans' benefits.",1,31,Social and Human Services,9.31,true
630,Religious Studies and Services,The Religious Studies and Services subcategory includes skills related to studying religion and serving the spiritual needs of individuals and communities.,1,31,Social and Human Services,9.31,true
631,Community and Social Work,"The Community and Social Work subcategory includes skills related to carrying out work aimed at improving the health, well-being, and quality of life of individuals and communities.",1,31,Social and Human Services,9.31,true
632,Air Transportation,The Air Transportation subcategory includes skills related to operating aircraft and the transportation of people and goods via air.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
633,General Shipping and Receiving,The General Shipping and Receiving subcategory includes skills related to shipping and receiving products and fulfilling customer orders.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
634,Ground Freight Transportation,The Ground Freight Transportation subcategory includes skills related to the transport of animals or goods from one location to another location via roads.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
635,Ground Passenger Transportation,The Ground Passenger Transportation Operation subcategory includes skills related to providing passenger transportation via roads.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
637,Inventory and Warehousing,"The Inventory and Warehousing subcategory includes skills and equipment related to storing, moving, and managing inventory in a warehouse.",1,32,"Transportation, Supply Chain, and Logistics",9.31,true
638,Logistics,"The Logistics subcategory includes skills related to organizing and coordinating a complex operation or project, especially the management of resources in the manufacturing and supply chain industries.",1,32,"Transportation, Supply Chain, and Logistics",9.31,true
639,Material Handling,"The Material Handling subcategory includes skills related to the short-distance transportation of materials and products throughout the manufacturing, warehousing, and distribution processes, such as forklift operation and freight handling.",1,32,"Transportation, Supply Chain, and Logistics",9.31,true
640,Procurement,The Procurement subcategory includes skills and software tools related to purchasing products and services needed by a business.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
641,Rail Transportation,The Rail Transportation subcategory includes skills related to operating rail vehicles and the transportation of people and goods via railways.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
642,Sea and Waterway Transportation,The Sea and Waterway Transportation subcategory includes skills related to the operation of watercraft and the transportation of people and goods via the sea and other waterways.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
643,Supplier Management,"The Supplier Management subcategory includes skills related to managing the relationship between a supplier and purchaser, such as supplier performance management and vendor contracts.",1,32,"Transportation, Supply Chain, and Logistics",9.31,true
644,Supply Chain Management,The Supply Chain Management subcategory includes skills and software tools related to managing the flow of products and services from supplier to consumer.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
645,Transportation Operations,The Transportation Operations subcategory includes skills related to transporting people and goods safely and efficiently from place to place.,1,32,"Transportation, Supply Chain, and Logistics",9.31,true
646,Transportation Security,"The Transportation Security subcategory includes skills related to providing security on transportation and at transportation hubs, including aviation security.",1,32,"Transportation, Supply Chain, and Logistics",9.31,true
